,Libelle1,voie,CP,Ville,surface,lat,long
11899,Bibliotheque Municipale,7 Rue des Plessys,71570,Chaintre,103.0,46.259919,4.760375
11901,Bibliotheque Municipale,Place de la Liberte,71260,Clesse,112.0,46.421336,4.822633
11905,Bibliotheque,17 RUE JEAN BOUVERI,71130,GUEUGNON,370.0,46.599578,4.055559
11908,Bibliotheque Municipale,13 Route de la Chapelle,71240,Lalheue,25.0,46.646707,4.789706
11909,Bibliotheque Intercommunale de l'Arlois,152 Place Place de la Mairie,71570,Leynes,37.0,46.269074,4.72839
11910,Mediatheque Municipale,23 RUE DE LA REPUBLIQUE,71000,Macon,3255.0,46.299761,4.829827
11913,Bibliotheque Intercommunale,108 AVENUE DE LA REPUBLIQUE,71210,Montchanin,590.0,46.745747,4.470721
11914,Bibliotheque Municipale,12 Rue des Preauds,71960,Prisse,125.0,46.320741,4.74482
11915,MEDIATHEQUE MUNICIPALE DE ROMENAY,15 Place de l'Hotel de Ville,71470,ROMENAY,196.0,46.502466,5.06816
11916,Bibliotheque Municipale,6 Place de la Mairie,71150,Rully,123.0,46.874578,4.741234
11917,Bibliotheque Municipale,Impasse Impasse Montmarat,71260,Saint-Albain,60.0,46.428713,4.876873
11921,Bibliotheque Municipale,22 Rue du 8 mai,71510,Saint-Leger-sur-Dheune,132.0,46.846477,4.6355
11922,Bibliotheque Municipale de Saint-Marcel,10 RUE DU 11 NOVEMBRE 1918,71328,Chalon-sur-Saone,530.0,46.77487928,4.88727108461
11924,Bibliotheque Municipale,3 Rue Jules Pernette,71670,Saint-Pierre-de-Varennes,90.0,46.843072,4.49957
11927,Bibliotheque Salornay-sur-Guye,2 RUE DE LA PROMENADE,71250,Salornay-sur-Guye,165.0,46.519052,4.596202
11932,Bibliotheque Pole De Varennes-St-Sauveur,146 RUE CENTRALE,71480,Varennes-St-Sauveur,150.0,46.481727,5.242871
11933,Bibliotheque Municipale De Vauban,LE BOURG,71800,Vauban,112.0,46.260859,4.224059
11934,Bibliotheque Municipale,Rue Saint-Felix,71240,Vers,15.0,46.584035,4.856325
11935,BIBLIOTHEQUE,2 RUE DES FRETEAUX,72370,ARDENAY SUR MERIZE,20.0,47.99615,0.423877
11936,BIBLIOTHEQUE,22 RUE DE LA TOUR,72500,BEAUMONT PIED DE BoeUF,36.0,47.75931,0.401584
11937,BIBLIOTHEQUE,10 RUE DES DEUX CERISIERS,72550,BRAINS SUR GEE,86.0,48.016929,-0.025843
11939,BIBLIOTHEQUE,2 RUE DE MAMERS,72400,LA CHAPELLE-DU-BOIS,60.0,48.221523,0.592455
11940,BIBLIOTHEQUE MUNICIPALE,11 RUE DE L'EUROPE,72650,LA CHAPELLE SAINT AUBIN,227.0,48.033598,0.162085
11941,MEDIATHEQUE SAINT EXUPERY,13 RUE DE NEUVY,72240,CONLIE,250.0,48.121079,-0.01746
11942,MEDIATHEQUE LA PASSERELLE,4 AVENUE CARNOT,72160,CONNERRE,250.0,48.060764,0.49172
11943,DOMFRONT EN CHAMPAGNE,2 PLACE DE L'EGLISE,72240,DOMFRONT EN CHAMPAGNE,32.0,48.105301,0.025737
11945,BIBLIOTHEQUE,ALLEE DE L'EUROPE,72230,MONCE EN BELIN,178.0,47.896417,0.191899
11946,MEDIATHEQUE MUNICIPALE,PLACE JEAN ARMAND,72430,NOYEN SUR SARTHE,320.0,47.872403,-0.099148
11947,BIBLIOTHeQUE,15 RUE DE LA MAIRIE,72210,RoeZe-SUR-SARTHE,115.0,47.894836,0.067762
11948,BIBLIOTHEQUE MUNICIPALE,2BIS RUE DES NARCISSES,72230,RUAUDIN,118.0,47.944685,0.265108
11949,BIBLIOTHEQUE,1 RUE DE LA VEGRE,72240,RUILLE-EN-CHAMPAGNE,35.0,48.05803,-0.078612
11950,BIBLIOTHEQUE,6 RUE DE L'EUROPE,72340,LOIR EN VALLEE,133.0,47.750937,0.620181
11952,BIBLIOTHEQUE,14 RUE DES ECOLES,72440,SAINT MICHEL DE CHAVAIGNES,70.0,48.01861,0.570613
11953,POINT LECTURE,3 RUE DU PONT DES LOGES,72380,SAINTE SABINE SUR LONGEVE,55.0,48.141357,0.094771
11954,MEDIATHEQUE MUNICIPALE,RUE DIDIER PIRONI,72190,SARGE LES LE MANS,300.0,48.036191,0.242296
11955,BIBLIOTHeQUE,4 ROUTE DE  MONTBIZOT,72290,TEILLe,68.0,48.180735,0.187652
11956,BIBLIOTHEQUE,16 RUE ANDREE LE GROU,72240,TENNIE,50.0,48.108553,-0.080193
11957,BIBLIOTHEQUE,2 RUE DE LA POSTE,72110,TORCE EN VALLEE,56.0,48.134006,0.396775
11960,Bibliotheque Municipale Marguerite Chevron,Place de la Mairie,73000,Barberaz,240.0,45.565789,5.942329
11961,La Diablerie,PLACE DE LA MAIRIE,73480,BESSANS,25.0,45.320423,6.994006
11963,Bibliotheque Municipale,7 rue des Ecoles,73370,Le Bourget-du-Lac,150.0,45.64861,5.859717
11964,Bibliotheque Municipale,145 Rue de l'eglise,73350,BOZEL,106.0,45.443177,6.647254
11965,Bibliotheque Municipale,35 PLACE DE LA RESISTANCE,73520,La Bridoire,20.0,45.525206,5.740813
11967,Mediatheque Municipale SAMIVEL,RUE DU GRAND BARBERAZ,73190,Challes-les-Eaux,703.0,45.549718,5.981822
11968,Bibliotheque Municipale,rue des ecoles,73660,La Chapelle,17.0,45.419553,6.277493
11969,Bibliotheque Municipale,110 rue de la Fruitiere,73390,Chateauneuf,80.0,45.545573,6.18094
11970,Bibliotheque Municipale,Rue Henry BOUVIER,73630,Le Chatelard,84.0,45.681424,6.13827
11971,Bibliotheque Municipale,ROUTE D AIX LES BAINS,73310,Chindrieux,68.0,45.808105,5.852975
11975,Bibliotheque Municipale,Place de la Gare,73610,Lepin-le-Lac,50.0,45.541112,5.765311
11977,Bibliotheque Municipale,40 ROUTE DE L'ECOLE,73200,Monthion,58.0,45.631297,6.358737
11978,Bibliotheque Municipale des deux mondes,30 RUE FRANCOIS BULOZ,73290,La Motte-Servolex,841.0,45.597358,5.877708
11979,Bibliotheque Municipale,510 Place de la Mairie,73100,Pugny-Chatenod,110.0,45.695785,5.953767
11980,Bibliotheque Municipale,PLACE DE L'HOTEL DE VILLE,73491,La Ravoire,515.0,45.5561328197,5.9602608047
11981,Bibliotheque Municipale,2 IMPASSE DU REPOS,73230,Saint-Alban-Leysse,110.0,45.578225,5.95945
11982,Espace Culturel & Archives,Rue des ecoles,73300,Saint-Jean-de-Maurienne,1190.0,45.276838,6.342496
11983,Bibliotheque municipale,Place des Belleville,73440,LES BELLEVILLE,150.0,45.327353,6.53645
11984,Bibliotheque Municipale,40 RUE JACQUES MARRET,73250,Saint-Pierre-d'Albigny,160.0,45.56905,6.153769
11985,Maison d'Emilien,9 Rue Saint Pierre,73700,Seez,371.0,45.622985,6.799778
11986,BIBLIOTHEQUE MUNICIPALE,PLACE DE LA MAIRIE,73000,SONNAZ,49.0,45.622843,5.918669
11989,Mediatheque d'Ugine,45 Place Montmain,73400,UGINE,2665.0,45.754303,6.417593
11990,Bibliotheque Municipale,Rue des dentellieres,73270,Villard-sur-Doron,40.0,45.726176,6.527344
11993,Bibliotheque Lire en Abondance,Residence des Alpes,74360,Abondance,110.0,46.292874,6.702622
11994,Bibliotheque,Route de Sous le Mont,74350,Allonzier-la-Caille,65.0,45.997096,6.111351
11995,Bibliotheque municipale Bima,23 Rue de Geneve,74100,Ambilly,780.0,46.192023,6.221848
11999,Bibliotheque Jeunesse De Romagny,7 PLACE JEAN MONNET,74100,Annemasse,1180.0,46.195681,6.250758
12000,Bibliotheque,Flaine,74300,Araches-la-Frasse,70.0,46.007724,6.687753
12001,Bibliotheque de Bernex,81 Route de la Mairie,74500,Bernex,100.0,46.360288,6.675318
12002,Mediatheque Intercommunale de la CC de la Vallee Verte,75 Rue de Saxel,74420,Boege,400.0,46.209054,6.403621
12003,Bibliotheque,Chemin des Moulins,74150,Boussy,60.0,45.856817,5.982291
12004,Bibliotheque municipale,39 Route du Goleron,74540,Chainaz-les-Frasses,50.0,45.77383,5.996375
12006,Bibliotheque Millefeuille,4,74360,La Chapelle-d'Abondance,90.0,46.299175,6.796491
12007,Mediatheque de Chens-sur-Leman,1127 RUE DU LEMAN,74140,Chens-sur-Leman,113.0,46.326023,6.267593
12009,Bibliotheque intercommunale Andre Dussollier - Cruseilles,44 RUE DES GRANDS CHAMPS,74350,CRUSEILLES,286.0,46.031287,6.104264
12010,Bibliotheque Gruffy Bouquine,2551 Route des Bauges,74540,GRUFFY,130.0,45.788093,6.054445
12011,Bibliotheque,PLACE DE L'eGLISE,74100,JUVIGNY,60.0,46.214148,6.280785
12013,Bibliotheque Municipale,110 place de l'eglise,74300,Magland,77.0,46.020205,6.61956
12014,Bibliotheque M'lire,84 Route de l'ancienne ecole,74230,Manigod,100.0,45.8611,6.369849
12015,Bibliotheque Municipale,31 PLACE DE L'ALBANAIS,74150,Marcellaz-Albanais,145.0,45.873477,6.000627
12016,Bibliotheque Municipale de Margencel,2 ROUTE DES FREGATES,74200,Margencel,222.0,46.338367,6.432816
12017,Bibliotheque municipale,15 Vieille route,74110,Montriond,80.0,46.196917,6.694741
12018,Les Croc'livres Bibliotheque la Muraz,34 Centre Village,74560,La Muraz,40.0,46.12391,6.205469
12019,BIBLIOTHEQUE EMILE GRANDCHAMP,PLACE DU CAPITAINE ANJOT,74370,NAVES-PARMELAN,60.0,45.933967,6.189716
12020,Mediatheque Municipale,1099 ia Avenue de la Rive,74500,Publier,330.0,46.395072,6.5415
12021,Bibliotheque de Reyvroz,1155 route de THONON,74200,Reyvroz,65.0,46.324786,6.564983
12023,Mediatheque Municipale,130 RUE DES PLANTEES,74800,Saint-Pierre-en-Faucigny,513.0,46.060799,6.368681
12024,Mediatheque Municipale Francois Desarnod,4 route de Taninges,74340,Samoens,328.0,46.084334,6.722482
12025,Bibliotheque,184 Route D'EXCENEVEX,74140,SCIEZ,220.0,46.332677,6.373005
12028,Mediatheque,14 RUE DU MONT DES PRINCES,74910,Seyssel,150.0,45.95898,5.838982
12029,Mediatheque Municipale,2 Place du marche,74203,Thonon - les - Bains,2023.0,46.3704258049,6.48194336071
12030,Bibliotheque - Saint-Martin-Bellevue,1341 Route du Mont,74370,Filliere,68.0,45.953484,6.144541
12031,Bibliotheque Municipale,Impasse de la Tonnelle,74150,Vallieres,68.0,45.90138,5.935395
12032,Bibliotheque Municipale,Place de la Mairie,74200,La Vernaz,68.0,46.315099,6.595041
12033,Mediatheque Municipale,11 PLACE DU PORTE-BONHEUR,74100,Ville-la-Grand,550.0,46.201194,6.250603
12034,Bibliotheque Le Bateau Livre,55 Route de l'ecole,74350,Villy-le-Bouveret,87.0,46.042204,6.161401
12035,Mediatheque municipale de Viry,140 rue Villa mary,74580,Viry,348.0,46.115127,6.037737
12036,Bibliotheque Cultur'evasion,34 Rue des Ecoles,74250,Viuz-en-Sallaz,250.0,46.1464,6.410646
12037,Bibliotheque Municipale a Livre Ouvert,96 Rue Jules Ferry,74130,Vougy,200.0,46.067182,6.475986
12055,Bibliotheque municipale,2 rue Mendes France,76920,Amfreville-la-Mi-Voie,90.0,49.399385,1.124977
12056,Bibliotheque Municipale Du Tortillard,118 route de la Mer,76890,Val-de-Saane,208.0,49.704348,0.962212
12057,Bibliotheque Municipale,8 route du Bois Locrel,76190,Baons-le-Comte,45.0,49.641092,0.774927
12058,Bibliotheque Municipale,13e rue du General de Gaulle,76240,Belbeuf,140.0,49.385771,1.140728
12061,Bibliotheque Municipale Lire aux bois,290 rue de l'Eglise,76160,Bois-d'Ennebourg,48.0,49.433088,1.256283
12062,Mediatheque Intercommunale de Bolbec,9 Square du General Leclerc,76210,Bolbec,4154.0,49.573863,0.474307
12063,Mairie De Boudeville,impasse de la mare,76560,Boudeville,44.0,49.724878,0.880577
12064,Mediatheque le Pressoir,60 route de Goderville,76110,Bretteville-du-Grand-Caux,100.0,49.661445,0.389196
12065,Bibliotheque Municipale,rue des Ecoles,76270,Bully,52.0,49.725399,1.367873
12066,Bibliotheque Municipale,1 grande rue,76660,Bures-en-Bray,25.0,49.778101,1.331238
12068,Mediatheque Municipale,PARC GEORGES PIERRE,76380,Canteleu,990.0,49.452077,1.037664
12070,Mediatheque Municipale,RUE JULES VERNE,76320,Caudebec-les-Elbeuf,856.0,49.283007,1.020791
12073,Bibliotheque Municipale,36 rue Augustin Lemercier,76560,Doudeville,100.0,49.718918,0.783409
12074,Bibliotheque Municipale,70 RUE DE LA MAIRIE,76190,etoutteville,43.0,49.676039,0.78346
12076,Bibliotheque De Flamanville,2 place Louis Couroyer,76970,Flamanville,26.0,49.63466,0.838642
12077,Bibliotheque Municipale,Place Cesaire Levillain,76660,Fresnoy-Folny,40.0,49.888897,1.430376
12078,BIBLIOTHEQUE MUNICIPALE,2 BIS RUE MARTIN aubermesnil,76870,GAILLEFONTAINE,55.0,49.653327,1.615877
12079,Bibliotheque Municipale De Gerville,3 rue de la Liberte,76790,Gerville,40.0,49.695694,0.328307
12080,Mediatheque,ESPLANADE TONY LARUE,76120,LE GRAND QUEVILLY,2198.0,49.4093798045,1.03999262153
12081,Relais Lecture Massillon,92 rue BOURDALOUE,76600,Le Havre,50.0,49.499719,0.14456
12083,Bibliotheque Municipale,RUE LOUIS LESOUEF,76770,Malaunay,120.0,49.522727,1.038979
12084,Bibliotheque municipale,4 place de la mairie,76270,Mesnieres-en-Bray,40.0,49.764819,1.380822
12087,Bibliotheque Placide Alexandre,15 route de Cleres,76690,Mont-Cauvaire,20.0,49.570997,1.110374
12088,Bibliotheque A Lire,941 Rue du Calvaire,76750,Morgny-la-Pommeraye,70.0,49.517892,1.250472
12092,Bibliotheque Municipale,PLACE GEORGES LORMIER,76160,Roncherolles-sur-le-Vivier,47.0,49.467645,1.183213
12093,Bibliotheque Simone de Beauvoir,42 RUE HENRI-II-PLANTAGENeT,76100,76100,1265.0,49.426943,1.096467
12094,Bibliotheque municipale de Ry,6 GRAND'RUE,76116,Ry,30.0,49.470287,1.341195
12096,Bibliotheque Municipale,44 place du village,76690,Saint-Georges-sur-Fontaine,44.0,49.543822,1.178209
12098,Bibliotheque Municipale,1 place Pierre Beregovoy,76450,Saint-Martin-aux-Buneaux,50.0,49.818325,0.541894
12099,Bibliotheque municipale La Biblio-Bec,14 route de Croismare,76133,Saint-Martin-du-Bec,150.0,49.601621,0.207936
12101,Mediatheque  Falaises du Talou Guy de Maupassant,7 rue du Val des Comtes - Saint-Martin-en-Camp,76370,PETIT CAUX,95.0,49.940881,1.189889
12104,Mairie,404 RUE AUX SAULNIERS,76320,Saint-Pierre-les-Elbeuf,376.0,49.280111,1.03962
12107,Bibliotheque municipale,rue de la Corderie,76540,Therouldeville,60.0,49.756893,0.519745
12108,Bibliotheque Municipale,PLACE BEREGOVOY,76150,La Vaupaliere,32.0,49.48237,1.007964
12109,Un petit coin de lecture,14 Rue de la Vallee,76260,Villy-sur-Yeres,20.0,49.942716,1.450895
12110,Bibliotheque Guy De Maupassant,Rue de la Republique,76480,Yainville,77.0,49.453828,0.829623
12111,Mediatheque intercommunale Guy De Maupassant,9 RUE PIERRE DE COUBERTIN,76190,Yvetot,1014.0,49.614361,0.759772
12114,Mediatheque Michel Houel,12 Rue de MONTRY,77450,Conde-Sainte-Libiaire,60.0,48.897826,2.829345
12116,Bibliotheque Municipale De Coulommiers,Avenue Georges Pompidou,77120,Coulommiers,1000.0,48.811323,3.084595
12118,Bibliotheque De Doue,10 rue du general d'harville,77510,Doue,80.0,48.866877,3.163163
12119,Bibliotheque Municipale,60 rue de Bussiere,77610,La Houssaye-en-Brie,45.0,48.754433,2.874754
12120,Bibliotheque Municipale De Jutigny,13 RUE DE L'EGLISE,77650,Jutigny,20.0,48.498562,3.232491
12124,Bibliotheque de Longueville,place de la mairie,77650,Longueville,96.0,48.514212,3.246378
12125,Mediatheque de La Ferme Sainte-Genevieve,4 rue des Labours,77700,Magny Le Hongre,620.0,48.86399,2.813127
12126,MEDIATHEQUE CHENONCEAU,10 RUE WINSTON CHURCHILL,77100,MEAUX,380.0,48.950284,2.904202
12127,Mediatheque La Meridienne,800 AVENUE DE L'EUROPE,77350,Le Mee-sur-Seine,1000.0,48.544465,2.632612
12129,Bibliotheque Municipale,2 RUE GASTON DARLEY,77140,Nemours,402.0,48.266386,2.697559
12130,Mediatheque,PLACE DE LA MAIRIE,77930,Perthes,25.0,48.481631,2.546806
12131,Bibliotheque Municipale,ALLEE DU STADE,77135,Pontcarre,100.0,48.798274,2.706186
12132,Bibliotheque Municipale,79 AVENUE DE FONTAINEBLEAU,77310,Saint-Fargeau-Ponthierry,374.0,48.530309,2.543174
12133,Mediatheque Le Manoir,17 RUE DES TILLEULS,77130,Saint-Germain-Laval,270.0,48.402334,2.982263
12134,Bibliotheque Municipale Vercors,Place de la Mairie,77860,Saint-Germain-sur-Morin,200.0,48.883002,2.851227
12135,Bibiotheque Mille Pages De Saint Mery,22 RUE DE L EGLISE,77720,Saint-Mery,60.0,48.578012,2.826118
12136,Bibliotheque Municipale de Saint-Pathus,5 Rue de l'eglise,77178,Saint-Pathus,60.0,49.069889,2.799991
12137,Bibliotheque Lo Duca,2 rue Gambetta,77920,Samois-sur-Seine,130.0,48.451411,2.750639
12138,Mediatheque des Cites Unies,1-3 Place Paul Desphelipon,77176,Savigny-le-Temple,2534.0,48.581685,2.582766
12139,Mediatheque de la Ferme des Communes,8 Boulevard Robert Thiboust,77700,Serris,512.0,48.841528,2.789545
12140,Bibliotheque municipale,5 place du general de Gaulle,77760,Ury,70.0,48.34281,2.601743
12141,Bibliotheque Municipale,1 RUE CHARLES JEAN BRILLARD,77000,Vaux-le-Penil,1139.0,48.526827,2.682221
12142,Mediatheque Municipale,4 bis rue des Ecoles,77670,Vernou-la-Celle-sur-Seine,300.0,48.388653,2.849112
12143,Bibliotheque Municipale De Vieux Champagne,19,77370,Vieux-Champagne,80.0,48.579135,3.136922
12144,Bibliotheque municipale de Villiers sous Grez,5 rue De Larchant,77776,Villiers-sous-Grez,35.0,48.3144333448,2.6391835166
12145,Bibliotheque d'aigremont,67 rue Grande,78240,Aigremont,35.0,48.901792,2.018748
12146,Andresy,40 BOULEVARD NoeL MARC,78570,Andresy,278.0,48.978366,2.057531
12147,Bibliotheque Municipale,1 AVENUE DE LA DIVISION LECLERC,78410,Aubergenville,180.0,48.9589,1.855229
12148,Bailly Lecture,7 BIS Rue DE MAULE,78870,Bailly,280.0,48.840717,2.077621
12149,Mediatheque municipale,13 RUE DU PARC,78390,Bois-d'Arcy,740.0,48.800846,2.023968
12152,Bibliotheque Municipale,1 Place Henri Deutsch de la Meurthe,78920,Ecquevilly,324.0,48.949746,1.92298
12153,Bibliotheque Municipale,RUE DE LA BRECHE,78680,Epone,80.0,48.956309,1.812565
12156,Bibliotheque Jean Ferrat,31 rue D'EPERNON,78550,Houdan,382.0,48.788324,1.603038
12157,Bibliotheque Municipale,1 PLACE DE L,78270,Notre-Dame-de-la-Mer,35.0,49.037529,1.528672
12158,Association Des Familles De Jouy En Josas,2B rue Oberkampf,78350,Jouy-en-Josas,170.0,48.76421,2.1678
12159,Bibliotheque municipale Jacques Prevert,RUE DE LA FERME,78200,Magnanville,103.0,48.96731,1.680687
12162,Cercle Des Lecteurs De Mareil-Marly,5 Place de la Mairie,78750,Mareil-Marly,170.0,48.882571,2.077278
12163,Bibliotheque Municipale,43 rue de la Marne,78600,Le Mesnil-le-Roi,450.0,48.936432,2.122631
12166,Bibliotheque de Montesson,12 boulevard de la Republique,78360,Montesson,685.0,48.907424,2.14759
12167,Bibliotheque municipale de Oinville-sur-Montcient,29 rue Gournay,78250,Oinville-sur-Montcient,50.0,49.028577,1.852458
12168,Bibliotheque d'Orcemont,Route d'Orphin,78125,Orcemont,30.0,48.586013,1.810065
12169,Bibliotheque municipale Jeanne Denis,93 RUE DE LA GARE,78630,Orgeval,140.0,48.923766,1.973139
12170,Bibliotheque Associative De La Maison Pour Tous,3 Bis Quai Voltaire,78230,Le Pecq,480.0,48.900628,2.107146
12172,Bibliotheque Multimedia,rue de la grande remise,78440,Porcheville,250.0,48.971513,1.774169
12173,Bibliotheque Municipale,2 CHEMIN SOUS LA VILLE,78730,Rochefort-en-Yvelines,290.0,48.587797,1.988286
12174,Bibliotheque Municipale de Saint-Forget,place du Mesnil Sevin,78720,Saint-Forget,50.0,48.718779,1.994764
12175,Bibliotheque Multimedia,9 rue Henri IV,78100,Saint-Germain-en-Laye,2971.0,48.896381,2.097163
12176,Mediatheque Municipale,4 RUE DU LONG DES BOIS,78690,Saint-Remy-l'Honore,125.0,48.753388,1.881068
12177,Bibliotheque Stendhal,2 place Stendhal,78500,Sartrouville,1350.0,48.945516,2.194845
12179,Bibliotheque Municipale,121 RUE PAUL DOUMER,78510,Triel-sur-Seine,300.0,48.979514,2.00393
12180,Mediatheque municipale,91 avenue du Chateau,78480,Verneuil-sur-Seine,380.0,48.979747,1.981561
12184,Bibliotheque Municipale,1 RUE LA BELLE ETOILE,79410,Cherveux,75.0,46.411033,-0.359932
12186,Bibliotheque Municipale,8 RUE DE LA FOUGERAY,79360,Granzay-Gript,102.0,46.213723,-0.469068
12187,Bibliotheque Municipale De Lezay,5 RUE DU PARC,79120,LEZAY,160.0,46.265722,-0.011569
12189,Marnes,13 Grand Rue,79600,Marnes,24.0,46.857055,-0.018499
12192,Bibliotheque Municipale de Perigne,5 route de Bessac,79170,Perigne,30.0,46.194171,-0.252327
12193,Bibliotheque De Reffannes,20 Avenue de la Grande Auberge,79420,Reffannes,45.0,46.549259,-0.188086
12194,Bibliotheque municipale de Saint-Aubin-Le-Cloud,1 RUE DES ECOLES,79450,SAINT-AUBIN-LE-CLOUD,400.0,46.651567,-0.356643
12196,Bibliotheque De St Jean De Thouars,21 RUE DES PETITS BOURNAIS,79100,Saint-Jean-de-Thouars,75.0,46.962079,-0.21639
12198,Bibliotheque De Saint-Maxire,5 rue de Niort,79410,Saint-Maxire,79.0,46.393793,-0.480476
12199,Mediatheque,1 bis rue  du Baron,79190,Sauze-Vaussais,386.0,46.133478,0.104467
12200,Bibliotheque De Sciecq,2 rue de l'eglise,79000,Sciecq,170.0,46.373368,-0.470936
12201,Bibliotheque Soudan,12,79800,Soudan,33.0,46.422493,-0.111532
12202,Bibliotheque De Surin,45 rue Patrice Coirault,79220,Surin,25.0,46.463443,-0.46176
12203,Bibliotheque municipale de Vernoux-En-Gatine,7 RUE DE L'OCEAN,79240,VERNOUX-EN-GATINE,67.0,46.635353,-0.513548
12211,Bibliotheque De Beauquesne,rue de la Gare,80600,Beauquesne,90.0,50.089369,2.39761
12212,Bibliotheque Intercommunale Cc Du Bernavillois,16 RUE DU GENERAL CREPIN,80370,Bernaville,200.0,50.130953,2.164284
12217,Mediatheque de Canaples,RUE NEUVE,80670,Canaples,65.0,50.056038,2.218412
12218,Bibliotheque Jean De La Fontaine De Candas,9 rue de la gare,80750,Candas,60.0,50.107608,2.258289
12220,Bibliotheque Municipale,2 RUE AMIRAL PERREE,80410,Cayeux-sur-Mer,265.0,50.18072,1.494654
12221,Mediatheque Intercommunale,8 AVENUE ARISTIDE BRIAND,80320,Chaulnes,500.0,49.814122,2.805153
12222,Mediatheque,12 RUE DES LAURIERS,80360,Combles,147.0,50.008633,2.865067
12223,Bibliotheque De Conde Folie,10 rue du 11 novembre,80890,Conde-Folie,40.0,50.009783,2.028424
12224,Domart-en-Ponthieu,11 Rue de la pree,80620,Domart-en-Ponthieu,160.0,50.075736,2.12167
12225,Bibliotheque De Drucat,15 place de l'eglise,80132,Drucat,25.0,50.14208,1.871493
12226,Bibliotheque De Estrees-Les-Crecy,1,80150,Estrees-les-Crecy,30.0,50.254079,1.917335
12228,Bibliotheque,2 RUE DU STADE,80210,FEUQUIERES-EN-VIMEU,35.0,50.059862,1.609326
12230,Bibliotheque Municipale,12 RUE HENRI BARBUSSE,80130,FRIVILLE-ESCARBOTIN,442.0,50.089871,1.548289
12232,Bibliotheque de Gezaincourt,12 rue Neuve,80600,Gezaincourt,50.0,50.138439,2.321254
12233,Bibliotheque de Grouches-Luchuel,1 rue de la Mairie,80600,Grouches-Luchuel,100.0,50.180595,2.379954
12234,Bibliotheque De Guignemicourt,4 RUE DES TILLEULS,80540,Guignemicourt,9810.0,49.869355,2.174281
12235,Mediatheque Municipale Hangest-En-Santerre,Rue Paul LAURAIN,80134,Hangest-en-Santerre,75.0,49.753338,2.605883
12236,Bibliotheque De Hombleux,1 rue de la Poste,80400,Hombleux,20.0,49.738007,2.986265
12238,Point Lecture Municipal,2 rue Saint-Marcel,80720,Marcelcave,80.0,49.8483821329,2.57064959188
12239,Bibliotheque de Miraumont,RUE TREVEQUENNE,80300,Miraumont,554.0,50.093419,2.73012
12241,Mediatheque Intercommunale De Oisemont,8 rue de la Commanderie,80140,Oisemont,395.0,49.955914,1.764498
12242,Mediatheque De Pernois,69 RUE D'EN BAS,80670,Pernois,70.0,50.052554,2.186777
12244,Bibliotheque Municipale,1 RUE DES SOUFFLETS,80120,RUE,370.0,50.272528,1.667236
12246,Bibliotheque De Saint Ouen,3 PLACE JEAN CATELAS,80610,Saint-Ouen,180.0,50.041831,2.11753
12247,Bibliotheque De Talmas,Rue Saint-Aubin,80260,Talmas,42.0,50.029984,2.326212
12250,Bibliotheque De Valines,Place de la Mairie,80210,Valines,52.0,50.074953,1.628599
12253,Mediatheque Municipale,La Promenade,81440,Lautrec,302.0,43.703743,2.13765
12254,Bibliotheque Municipale,1 RUE DE LA MAIRIE,81700,Puylaurens,85.0,43.571977,2.013554
12255,Bibliotheque municipale,64 rue Toulouse-Lautrec,81710,Saix,120.0,43.582817,2.18104
12256,Bibliotheque du Pays Salvagnacois,7 Allee Jean Jaures,81630,Salvagnac,72.0,43.905914,1.687756
12257,Bibliotheque municipale Nicole Lefebvre,Route de Soulet,81580,Soual,91.0,43.559721,2.117343
12260,Bibliotheque De Boudou,310 chemin de ronde,82200,Boudou,35.0,44.096894,1.013384
12264,Mediatheque De Loubejac,Le bourg,82130,L'HONOR DE COS,152.0,44.125263,1.355421
12267,Bibliotheque Municipale,PLACE DU 8 MAI 1945,82290,Meauzac,90.0,44.088707,1.240726
12271,Bibliotheque Municipale De Pommevic,2 place de la mairie,82400,Pommevic,42.0,44.099586,0.93181
12274,Mediatheque Municipale Amelie Galup,4 rue Guilhem Peyre,82140,Saint Antonin Noble Val,1029.0,44.15178,1.756161
12276,Mediatheque Municipale,RUE DE CLUZEL,82400,VALENCE D'AGEN,424.0,44.112707,0.881824
12278,Bibliotheque de Villemade,rue de la mairie,82130,Villemade,40.0,44.074649,1.286815
12279,Bibliotheque Municipale,10 RUE DE LA COMTE,60820,Boran-sur-Oise,223.0,49.164076,2.359267
12280,Mediatheque municipale,7 Traverse de la Tuilerie,83150,Bandol,850.0,43.135272,5.752443
12282,Bibliotheque municipale,33 bis Boulevard Grisolle,83670,Barjols,120.0,43.558666,6.00531
12285,Bibliotheque du Coudray-Saint-Germer,4 rue des ecoles,60850,Le Coudray-Saint-Germer,71.0,49.412889,1.839616
12287,Bibliotheque Municipale,47 bis des acacia Rue,60150,Coudun,75.0,49.459783,2.811607
12289,Mediatheque Antoine Chanut,ALLEE NELSON,60109,Creil,2300.0,49.2533487138,2.48472669359
12290,Mediatheque municipale,Boulevard Gambetta,83440,Fayence,140.0,43.62409,6.694611
12293,Bibliotheque Municipale,1 rue Chene,60800,Feigneux,50.0,49.257181,2.930285
12294,Bibliotheque municipale,La Breguiere,83670,Fox-Amphoux,60.0,43.595839,6.093389
12295,Bibliotheque Municipale,9 grande rue,60240,Fleury,35.0,49.24184,1.968773
12297,Bibliotheque Municipale,76 RUE DU GeNeRAL LECLERC,60210,Grandvilliers,112.0,49.668738,1.93744
