,Libelle1,voie,CP,Ville,surface,lat,long
2519,Bibliotheque Municipale,30 route de F,42940,Saint-Bonnet-le-Courreau,35.0,45.658998,3.944458
2522,Mediatheque Graine de Culture,4 Impasse de la Mairie,42660,SAINT-GENEST-MALIFAUX,350.0,45.3404,4.420598
2523,Lecture Pour Tous,229 RUE DE VERDUN,42640,Saint-Germain-Lespinasse,50.0,46.102838,3.961882
2524,Bibliotheque Communale et Scolaire Michel Robaston,36 PLACE Verd VERDUN,42370,Saint-Haon-le-Chatel,70.0,46.066525,3.914708
2527,Les Amis Du Livre,PLACE DE LA MAIRIE,42620,Saint-Martin-d'Estreaux,40.0,46.205892,3.800152
2528,Bibliotheque Municipale,1 PLACE DU 8 MAI,42800,SAINT MARTIN LA PLAINE,80.0,45.546451,4.592442
2531,Mediatheque Michel Courot,34 RUE DE LA REPUBLIQUE,42740,Saint-Paul-en-Jarez,178.0,45.483234,4.573918
2532,Bibliotheque De Saint-Priest-La-Prugne,21 rue de Vichy,42830,Saint-Priest-la-Prugne,67.0,45.936361,3.735913
2533,Bibliotheque de Saint-Symphorien de Lay,rue des Ecoles,42470,St Symphorien de Lay,80.0,45.947619,4.211163
2534,Antenne Mediatheque Departementale,19 Rue du Lavoir,42600,Saint-Thomas-la-Garde,45.0,45.567225,4.081205
2536,Bibliotheque Municipale de St Vincent de Boisset,21,42120,Saint-Vincent-de-Boisset,50.0,46.00639,4.121717
2537,Bibliotheque,9 rue de la,42440,Les Salles,35.0,45.846639,3.794064
2538,Bibliotheque de Salt-en-Donzy,Rue du Prieure,42110,Salt-en-Donzy,10.0,45.736766,4.288172
2539,Bibliotheque Municipale des Rats Blancs Et Des Livres,98 route de COURS,42460,Sevelinges,27.0,46.097186,4.298332
2540,BIBLIOTHEQUE MUNICIPALE,152 PLACE DES ARTISANS BOULANGERS,42740,LA TERRASSE-SUR-DORLAY,46.0,45.446572,4.583242
2541,Bibliotheque Municipale d'Unias,61 centre bourg,42210,Unias,36.0,45.605515,4.226884
2542,Mediatheque Municipale,2 RUE MARECHAL LECLERC,42240,Unieux,615.0,45.397454,4.263234
2543,BIBLIOTHEQUE MUNICIPALE,2 bis RUE DU FRERE FRANCOIS,42131,LA VALLA EN GIER,50.0,45.414669,4.516396
2544,Bibliotheque De Verin,8 IMPASSE DE,42410,Verin,20.0,45.448821,4.753112
2545,Mediatheque,7 RUE DU CLOS,42300,Villerest,84.0,45.996429,4.03738
2547,Mediatheque Germaine Tillion,4 RUE BAPTISTE MARCET,43270,Allegre,100.0,45.200128,3.712009
2548,Bibliotheque municipale,Le Bourg,43380,Ally,11.0,45.159923,3.313828
2556,Mediatheque Municipale,33 PLACE ROUTE DE LA GARE,43700,Coubon,280.0,44.999096,3.916556
2561,Bibliotheque de Grazac,Place Michel Rondet,43200,Grazac,120.0,45.1919622476,4.18410968345
2562,Bibliotheque municipale,ROUTE IMPERIALE,43450,Grenier-Montgon,20.0,45.287558,3.194935
2563,Bibliotheque Municipale,RUE JEAN JOSEPH DEBRUN,43300,Langeac,878.0,45.097662,3.496061
2565,Bibliotheque Robert Louis STEVENSON,PLACE DU COUVENT,43150,Le Monastier-sur-Gazeille,240.0,44.939816,3.994439
2570,Mediatheque Municipale,PLACE DE L'eGLISE,43620,Saint-Pal-de-Mons,150.0,45.246011,4.274346
2571,Bibliotheque municipale Emile Deribier,3 place Jeanne d'Arc,43350,Saint-Paulien,200.0,45.136053,3.812387
2579,Bibliotheque municipale,19 rue Marcel Ustachon,43360,Vergongheon,100.0,45.371758,3.320928
2583,Bibliotheque muncipale Rene-Guy Cadou,4 Place de la poste,44140,Le Bignon,122.0,47.098358,-1.490266
2585,Bibliotheque Mots Passants,Espace des Clos Mats,44830,Brains,84.0,47.168049,-1.721159
2587,Mediatheque Helene Carrere D'encausse,22 RUE ANDRE MAUROIS,44470,Carquefou,1500.0,47.29608,-1.490978
2588,Bibliotheque municipale,22 bis place de l'Eglise,44290,Conquereuil,100.0,47.624574,-1.751248
2589,Mediatheque Le Traict d'encre,5 rue de la Duchesse Anne,44490,Le Croisic,528.0,47.294582,-2.513806
2590,Mediatheque Municipale,13 RUE Rene LAeNNEC,44480,DONGES,450.0,47.319102,-2.074755
2591,Bibliotheque municipale Henri Queffelec,181 avenue De Lattre de Tassigny,44500,LA BAULE-ESCOUBLAC,662.0,47.284317,-2.402616
2592,Bibliotheque municipale,1,44460,Fegreac,90.0,47.575793,-2.021984
2593,Bibliotheque de Ferce,9 rue de la Mairie,44660,Ferce,70.0,47.795545,-1.41582
2594,Mediatheque Victor-Hugo,5 Esplanade de l'Europe,44119,Grandchamp-des-Fontaines,450.0,47.3606796643,-1.61754475868
2595,Bibliotheque Antoine de Saint Exupery - Ligne,40 RUE VIEILLEVIGNE,44850,Ligne,5250.0,47.410676,-1.375294
2597,Mediatheque,1 rue Saint-Benoit,44290,Masserac,60.0,47.672824,-1.914756
2600,Bibliotheque Raymond Devos,chemin des Lutins,44760,Les Moutiers-en-Retz,220.0,47.064238,-1.999627
2604,Mediatheque Joseph Rousse,1 rue de la Liberation,44770,La Plaine-sur-Mer,560.0,47.137726,-2.190778
2605,Mediatheque,3 Espace des 3 lieux,44630,Plesse,470.0,47.542975,-1.886009
2608,Bibliotheque Municipale,3 RUE DE LA PAIX,44360,Saint-Etienne-de-Montluc,341.0,47.275267,-1.781321
2612,Bibliotheque Les Mots passants,3 bis rue de la Bonne Fontaine,44680,Saint-Hilaire-de-Chaleons,150.0,47.102558,-1.864527
2614,Mediatheque Municipale,5 RUE DES HEURTHAUDS,44450,Saint-Julien-de-Concelles,747.0,47.252977,-1.386508
2615,Bibliotheque,25 rue du 3 aout 44,44850,Saint-Mars-du-Desert,100.0,47.36596,-1.405408
2616,Bibliotheque municipale,32 avenue de la source,44680,Sainte-Pazanne,525.0,47.102786,-1.803742
2617,Mediatheque municipale,2 rue de la gare,44320,Saint-Pere-en-Retz,513.0,47.207442,-2.043886
2618,Mediatheque Municipale,10 RUE JEAN MACE,44230,SAINT-SEBASTIEN-SUR -LOIRE,1540.0,47.20577,-1.505771
2619,Bibliotheque Municipale de Sautron,33 RUE DE LA VALLEE,44880,SAUTRON,482.0,47.264515,-1.67324
2625,Mediatheque d'Amilly,56 RUE DES DROITS DE L'HOMME,45200,AMILLY,867.0,47.974802,2.766222
2628,Mediatheque La Pleiade,ALLEE PIERRE DE RONSARD,45190,Beaugency,800.0,47.780865,1.622992
2630,Point Lecture Municipal,3 route de Rozoy,45210,Le Bignon-Mirabeau,60.0,48.146324,2.922977
2631,Bibliotheque Intercommunale,1 Faubourg Boissin,45340,Boiscommun,102.0,48.036844,2.38022
2632,Bibliotheque Municipale,29 Grande Rue,45420,Bonny-sur-Loire,43.0,47.560074,2.839611
2634,Bibliotheque - Bray St Aignan,2 rue du Val,45460,BRAY en VAL,83.0,47.831284,2.366341
2638,Bibliotheque Municipale,25 route d'Orleans,45150,Darvoy,54.0,47.851343,2.072332
2639,Anne Le Quesne Bibliotheque,4 Place de la Mairie,45370,45370 DRY,50.0,47.798495,1.715769
2640,Bibliotheque Municipale,24 BIS PLACE DU MAIL,45260,Lorris,140.0,47.887613,2.513474
2644,Bibliotheque Municipale,Route de Neuville,45470,Rebrechien,20.0,47.991511,2.04327
2646,Bibliotheque Municipale,2 rue du Puits,45500,Saint-Martin-sur-Ocre,56.0,47.658503,2.657402
2648,Bibliotheque Municipale,2 PLACE FRANCOIS-MITTERRAND,45400,SEMOY,427.0,47.931969,1.949465
2650,Bibli O'Loges,54 rue Gambetta,45530,Vitry-aux-Loges,150.0,47.939873,2.266284
2651,Depot d'Aujols,Mairie,46090,Aujols,25.0,44.438962,1.521327
2652,Mediatheque - ludotheque intercommunale CAUVALDOR,94 avenue de la Republique,46130,Biars-sur-Cere,110.0,44.92068,1.841345
2653,Bibliotheque de Boissieres,Le bourg,46150,Boissieres,80.0,44.557906,1.40723
2654,Bibliotheque de Cadrieu,Mairie,46160,Cadrieu,48.0,44.49177,1.879409
2656,Bibliotheque de Carlucet,Le bourg,46500,Carlucet,42.0,44.741514,1.644346
2657,Bibliotheque de Cenevieres,Le bourg,46330,Cenevieres,42.0,44.460458,1.748269
2658,Bibliotheque de Concots,Rue des Muriers,46260,Concots,70.0,44.3999,1.641813
2659,Mediatheque Roger Sol,Rue du four,46600,Cressensac,125.0,45.010361,1.528861
2661,Depot de Gagnac-sur-Cere,Le bourg,46130,Gagnac-sur-Cere,5.0,44.949236,1.884462
2662,Bibliotheque de Gignac,Place des Troubadours,46600,Gignac,63.0,45.005502,1.454867
2666,Bibliotheque de Labastide-Marnhac,Mairie,46090,LABASTIDE-MARNHAC,40.0,44.387707,1.399352
2667,Depot de Laramiere,Le bourg,46260,Laramiere,24.0,44.353287,1.877661
2668,Bibliotheque de Bellefont-La Rauze,Le bourg,46090,Cours,25.0,44.51661,1.537952
2670,Bibliotheque de Laval-de-Cere,Le bourg,46130,Laval-de-Cere,70.0,44.953292,1.937102
2672,Bibliotheque de Lunan,Mairie,46100,Lunan,36.0,44.606415,2.081796
2674,Bibliotheque de Mayrinhac-Lentour,Le bourg,46500,Mayrinhac-Lentour,17.0,44.813617,1.820854
2675,Bibliotheque de Montfaucon,2 Place de la Mairie,46240,Montfaucon,35.0,44.688364,1.561168
2677,Bibliotheque de Montvalent,Le bourg,46600,Montvalent,9.0,44.846467,1.645593
2678,Bibliotheque de Puybrun,Mairie,46130,Puybrun,38.0,44.919305,1.785117
2679,Mediatheque de Saint-Cere,18 Avenue Victor Hugo,46400,Saint-Cere,328.0,44.857907,1.893243
2682,Depot de Saint-Cyprien,Le bourg,46800,Saint-Cyprien,47.0,44.307921,1.264085
2683,Bibliotheque de Sousceyrac-en-Quercy,3 Place de l'Eglise,46190,Sousceyrac-en-Quercy,75.0,44.873173,2.034735
2684,Bibliotheque de Trespoux-Rassiels,Le bourg,46090,TRESPOUX-RASSIELS,35.0,44.41209,1.352395
2685,Bibliotheque de Saint-Jean-Lagineste,Mairie,46400,Saint-Jean-Lagineste,45.0,44.824492,1.85468
2687,Mediatheque du Confluent,68 Rue Gambetta,47190,Aiguillon,450.0,44.302346,0.340369
2689,Bibliotheque Municipale,PLACE GAMBETTA,47700,Casteljaloux,200.0,44.314107,0.085823
2690,Bibliotheque Municipale,RUE GABRIEL CHARRETIER,47260,Castelmoron-sur-Lot,420.0,44.39689,0.493773
2695,Bibliotheque Municipale,PLACE GEORGES ESCANDE,47501,Fumel,350.0,44.5082127529,0.979557344106
2698,Bibliotheque Edmond Michelet,Place Nemours,47310,Lamontjoie,30.0,44.0756,0.521106
2700,BIBLIOTHEQUE MUNICIPALE DE LAPLUME,20 GRANDE RUE,47310,LAPLUME,58.0,44.112063,0.530638
2701,BIBLIOTHEQUE COMMUNAUTAIRE,3 rue du 8 mai 1945,47340,LAROQUE-TIMBAUT,288.0,44.283482,0.7621
2702,Mediatheque Albert Camus,23 RUE DE LA REPUBLIQUE,47207,Marmande,1290.0,44.5055176845,0.172174280849
2703,Bibliotheque Municipale,28 BOULEVARD JULES FERRY,47800,Miramont-de-Guyenne,140.0,44.601447,0.358632
2704,Bibliotheque intercommunale de Monbahus,rue du champ de foire,47290,Monbahus,164.0,44.547552,0.534467
2707,Mediatheque Intercommunale Arpals,LE BOURG CHEMIN DE RONDE,47350,Saint-Barthelemy-d'Agenais,100.0,44.522798,0.376492
2708,Bibliotheque Municipale Pierre Sansot,RUE JEANNE D ARC,47290,Saint-Pastour,36.0,44.488748,0.600813
2712,Depot lecture de la Bastide Puylaurent,Village,48250,La Bastide-Puylaurent,30.0,44.591884,3.904604
2720,Bibliotheque Municipale de Nasbinals,Village,48260,Nasbinals,50.0,44.653338,3.041285
2721,Point Lecture du Pompidou,Le Village,48110,Le Pompidou,25.0,44.206392,3.646809
2723,Mediatheque Municipale Theophile ROUSSEL,Place du Foirail,48200,Saint-Chely-d'Apcher,446.0,44.803065,3.276807
2725,Depot lecture,Village,48370,Saint-Germain-de-Calberte,32.0,44.217236,3.808519
2728,Bibliotheque de Beaufort-en-Anjou,place de la Republique,49250,Beaufort-en-Anjou,400.0,47.45712,-0.23055
2732,La Passerelle des mots,5 rue d'Angers,49460,Cantenay-epinard,70.0,47.530442,-0.569021
2733,Bibliotheque des Cerqueux,3 rue du Sacre coeur,49360,Les Cerqueux,115.0,46.999841,-0.640607
2734,Bibliotheque de Chanteloup-les-Bois,2 route de Vezins,49340,Chanteloup-les-Bois,75.0,47.096129,-0.68559
2735,Bibliotheque Municipale,impasse de la carriere,49290,Chaudefonds-sur-Layon,125.0,47.324035,-0.707913
2738,Bibliotheque de Corze,2 rue du Commerce,49140,Corze,124.0,47.559705,-0.392004
2739,Bibliotheque Municipale d'Ecouflant,20 promenade de la vieille Maine,49000,ecouflant,300.0,47.528322,-0.52858
2745,Bibliotheque de Montreuil-sur-Loir,4 rue de la Mairie,49140,Montreuil-sur-Loir,45.0,47.607644,-0.403231
2749,Mediatheque Jean Carmet,37 ROUTE DE NANTES,49610,Murs-Erigne,340.0,47.401103,-0.540855
2755,Bibliotheque des Rosiers-sur-Loire,13 rue de la bascule,49350,Les Rosiers-sur-Loire,100.0,47.350637,-0.22443
2757,mediatheque de St lambert du Lattay,5 RUE EMILE GODILLON,49750,Val du Layon,110.0,47.302383,-0.63306
2761,Bibliotheque de Saint-Martin-du-Fouilloux,3 rue dupoint du jour,49170,Saint-Martin-du-Fouilloux,62.0,47.431153,-0.705016
2762,Mediatheque Au Fil des Pages,9 rue du Parc,49800,Loire-Authion,100.0,47.456448,-0.397234
2772,Bibliotheque de Somloire,rue du Comte de Champagny,49360,Somloire,116.0,47.034888,-0.60833
2773,Bibliotheque de Thorigne-d'Anjou,9 RUE DE L'ABBAYE,49220,Thorigne-d'Anjou,60.0,47.637491,-0.662478
2779,Au Fil des Mots,1 Rue Rene Fresneau,49360,Yzernay,88.0,47.020668,-0.70411
2780,Bibliotheque d'Agon-Coutainville,3 RUE Franklin Roosevelt,50230,Agon-Coutainville,222.0,49.048588,-1.595774
2783,Bibliotheque Simeon Luce,Maire,50430,Bretteville-sur-Ay,40.0,49.26003,-1.632801
2784,Bibliotheque de Cerisy-la-Foret,rue des halles,50680,Cerisy-la-Foret,40.0,49.193524,-0.935307
2785,Bibliotheque de Denneville,4 Rue de la mer,50580,Port-Bail-Sur-Mer,104.0,49.316506,-1.665415
2787,Bibliotheque de La Haye,5 RUE DE LA LIBERATION,50250,La Haye-du-Puits,194.0,49.290435,-1.545801
2788,Bibliotheque de Thereval,rue Saint Mart Hebecrevon,50180,Thereval,190.0,49.110603,-1.186509
2790,Bibliotheque de Marchesieux,Le vieux presbytere,50190,Marchesieux,110.0,49.188014,-1.28897
2792,Bibliotheque de Montebourg,4 place du General de Gaulle,50310,Montebourg,280.0,49.487258,-1.379337
2793,Bibliotheque de Moyon-Villages,100 rue de la mairie,50860,Moyon Villages,142.0,48.999878,-1.117774
2794,Bibliotheque d'Ouville,9 rue de l'Eglise,50210,OUVILLE,28.0,49.019642,-1.362283
2795,Bibliotheque de Periers,34 rue de la gare,50190,Periers,200.0,49.18582,-1.410198
2796,Mediatheque des Pieux,4 PLACE SAINT-CLAIR,50340,Les Pieux,693.0,49.514087,-1.804892
2799,Bibliotheque de Saint-Joseph,3 Le bourg,50700,Saint-Joseph,60.0,49.533694,-1.528561
2800,Bibliotheque de Saint-Patrice-de-Claids,2 la commune,50190,Saint-Patrice-de-Claids,32.0,49.231834,-1.438298
2801,Bibliotheque de Saint-Sauveur-le-Vicomte,3bis rue du 8 mai,50390,Saint-Sauveur-le-Vicomte,340.0,49.386593,-1.530334
2802,Bibliotheque de Saint-Vaast-la-Hougue,Place de l'eglise,50550,Saint-Vaast-la-Hougue,308.0,49.587444,-1.267802
2803,Bibliotheque de Terre-et-Marais,15 rue de la 83eme division,50500,Sainteny,60.0,49.241446,-1.316228
2805,Bibliotheque de Saussemesnil,1 Maison Guerotte,50700,Saussemesnil,65.0,49.570712,-1.485015
2808,Bibliotheque de Mareuil sur Ay,7 RUE D'AY MAREUIL SUR AY,51160,Mareuil-sur-Ay,50.0,49.044807,4.040132
2810,Bibliotheque de Brugny-Vaudancourt,8 rue de la mairie,51130,Brugny-Vaudancourt,70.0,48.9832921495,3.85964192502
2811,Bibliotheque de La Chaussee sur Marne,17 Grande rue Coulmier,51240,La Chaussee-sur-Marne,37.0,48.834051,4.521441
2812,Bibliotheque de la Cheppe,PLACE DE LA MAIRIE,51600,La Cheppe,45.0,49.049903,4.500063
2813,Bibliotheque de Dormans,3 Rue General LECLERC,51700,Dormans,35.0,49.074971,3.638665
2814,Mediatheque Daniel-Rondeau,4 RUE GABRIEL-FAURe,51200,Epernay,3232.0,49.037644,3.976297
2817,Mediatheque de Montmirail,2 RUE ST VIN,51210,Montmirail,273.0,48.869771,3.536056
2818,Bibliotheque de Pomacle,9 rue le Fevre,51110,Pomacle,20.0,49.335968,4.14674
2819,Bibliotheque de Pontfaverger-Moronvilliers,11 rue Perard Noizet,51490,Pontfaverger-Moronvilliers,64.0,49.297388,4.314745
2822,Mediatheque Laon-Zola,2 rue de la Neuvillette,51100,Reims,11066.0,49.267591,4.025495
2825,Bibliotheque de St Brice Courcelles,5 PLACE JACQUES BREL,51370,SAINT BRICE COURCELLES,247.0,49.261753,3.990124
2826,Bibliotheque de Soudron,3 rue de l'eglise,51320,Soudron,40.0,48.838761,4.200128
2827,Mediatheque Le Carre Blanc,rue Croix Cordier,51430,Tinqueux,800.0,49.246078,3.98775
2829,Bibliotheque de Trois-Fontaines-l'Abbaye,11 place du chateau,51340,Trois-Fontaines-l'Abbaye,20.0,48.717375,4.949116
2830,Bibliotheque de Ville-sur-Tourbe,32 bis rue des ducs de joyeuse,51800,Ville-sur-Tourbe,10.0,49.187171,4.786305
2831,Bibliotheque Jean-Pierre Gauyacq,28 rue Anatole France,51530,Magenta,394.0,49.052441,3.966924
2834,Mediatheque,rue du General Leclerc,52150,Bourmont,80.0,48.192092,5.58674
2836,Bibliotheque Municipale,PLACE DE LA MAIRIE,52240,Breuvannes-en-Bassigny,200.0,48.066448,5.625666
2840,Bibliotheque,17 Rue Grande,52700,Cirey-les-Mareilles,45.0,48.200226,5.282884
2843,Bibliotheque Municipale,1 PLACE CHARLES DE GAULLE,52270,Doulaincourt-Saucourt,76.0,48.323019,5.20544
2844,Mediatheque  Municipale,1 RUE JEANNE VALLEE,52300,Joinville,353.0,48.442108,5.139298
2850,Mediatheque,rue du Breuil,52360,Neuilly-l'eveque,40.0,47.91601,5.436962
2851,Bibliotheque,2 Grande Rue,52360,Plesnoy,25.0,47.891861,5.497847
2859,Mediatheque Nicolas Jeanson,2 Rue du Pont,52220,Sommevoire,90.0,48.410353,4.839612
2864,Mediatheque Municipale,55 RUE DU MAINE,53960,BONCHAMP-LES-LAVAL,290.0,48.075305,-0.699486
2866,Bibliotheque Municipale,2 RUE DU STADE,53410,Le Bourgneuf-la-Foret,274.0,48.162409,-0.96883
2868,Mediatheque Du Pays De Chateau-Gontier,32 AVENUE CARNOT,53204,Chateau-Gontier,1634.0,47.8290067122,-0.738721767875
2872,Fromentieres bibliotheque,rue du parc des sports,53200,Fromentieres,55.0,47.862943,-0.667371
2874,Mediatheque Municipale,3 Rue Principale,53380,Juvigne,120.0,48.230375,-1.035101
2876,Bibliotheque Municipale,6 RUE SAINT CRESPIN,53220,Larchamp,35.0,48.362445,-0.998803
2878,Menil bibliotheque,8 place de la mairie,53200,Menil,52.0,47.775425,-0.67716
2880,Mediatheque de Montaudin,PLACE DE L'EGLISE,53220,Montaudin,1301.0,48.385782,-0.988822
2883,Bibliotheque Municipale,13 rue d'Ernee,53500,Saint-Pierre-des-Landes,98.0,48.273729,-1.02697
2885,Mediatheque,18 RUE DES PROVINCES,53410,Saint-Pierre-la-Cour,223.0,48.113981,-1.025868
2890,MJC,12 rue Lieutenant Clerc,54112,Allamps,70.0,48.547163,5.80935
2891,Bibliotheque,98 GRANDE RUE,54530,Arnaville,26.0,49.010375,6.034658
2892,Bibliotheque Municipale,6 Grand'Rue,54210,Azelot,30.0,48.587344,6.233357
2893,Mediatheque Nicole Badina,73 AVENUE DE LA LIBERATION,54450,BENAMENIL,60.0,48.569243,6.674777
2894,Bibliotheque Municipale,15 rue du Temple - BRIEY,54150,VAL DE BRIEY,375.0,49.249417,5.938067
2895,Mediatheque Municipale,1 Place de la Mairie,54200,Chaudeney-sur-Moselle,65.0,48.65157,5.907143
2896,Bibliotheque Municipale,5 RUE DE VERDUN,54800,Conflans-en-Jarnisy,35.0,49.167137,5.856299
2897,Bibliotheque du Mirabee,4 place du Dr Midon,54930,DIARVILLE,60.0,48.39468,6.130995
2898,Point lecture,24 RUE de l'abbe Lenfant,54115,Favieres,20.0,48.463832,5.95701
2899,Bibliotheque associative du Foyer rural de,36 RUE Grandjacquot,54300,Fraimbois,33.0,48.529082,6.542099
2901,Bibliotheque Municipale,28 RUE Haute,54122,Glonville,15.0,48.474547,6.690841
2902,Bibliotheque Municipale,2 ALLEE GASTON LELIEVRE,54180,Houdemont,80.0,48.64715,6.175939
2904,MJC,21 RUE VIRIOT,54110,Laneuveville-devant-Nancy,70.0,48.6462056113,6.24120543129
2906,Bibliotheque de Dieulouard,rue Jules Ferry,54380,Dieulouard,295.0,48.9219828048,6.05392690748
2908,Bibliotheque Foyer rural,3 rue de la division Leclerc,54950,Saint-Clement,40.0,48.530683,6.60298
2911,Mediatheque municipale,3 Avenue de l'Europe,54280,Seichamps,300.0,48.715157,6.25979
2915,Mediatheque Municipale,2 RUE DE MALINES,54501,Vandoeuvre-les-Nancy,2506.0,48.6579999356,6.16531229307
2917,Bibliotheque communale,8 Rue de l'Eglise,55320,Ancemont,55.0,49.069866,5.407176
2919,Bibliotheque de l'AFR,Rue de l'Eglise,55250,Beausite,90.0,48.969053,5.192444
2920,Bibliotheque de Belrupt Loisirs,Rue Grande,55100,Belrupt-en-Verdunois,75.0,49.141334,5.445045
2921,Bibliotheque Municipale,29 RUE FERNAND LEGAY,55240,Bouligny,238.0,49.293019,5.740861
2923,Bibliotheque Au Jardin des Livres,Rue du Capitaine Marlin,55320,Dieue-sur-Meuse,110.0,49.069897,5.421321
2924,Bibliotheque communale,16 Rue de l'Eglise,55160,Jonville-en-Woevre,20.0,49.066839,5.785525
2926,Bibliotheque communale,30 Rue du General de Gaulle,55300,Lacroix-sur-Meuse,80.0,48.973234,5.5113
2927,Bibliotheque La Croisee des 4 villages,4 Rue Principale,55300,Lamorville,35.0,48.959705,5.577756
2928,Bibliotheque de Laneuville,1 Rue de la de la Lieuse,55700,Laneuville-sur-Meuse,38.0,49.490905,5.163564
2930,Mediatheque communale,4 Rue de l'Eglise,55190,Pagny-sur-Meuse,246.0,48.688453,5.717534
2931,Bibliotheque associative Au Fil de L'Aire,13 Rue du Four,55260,Pierrefitte-sur-Aire,70.0,48.899088,5.329069
2932,Bibliotheque de Revigny,2 Avenue du General Leclerc,55800,Revigny-sur-Ornain,200.0,48.828741,4.990491
2933,Bibliotheque communale,27 Rue Grande,55220,Les Souhesmes-Rampont,38.0,49.082316,5.253609
2934,Bibliotheque communale,Place de la Mairie,55000,Tremont-sur-Saulx,60.0,48.747922,5.055728
2935,Bibliotheque ASRST Charles Dillies,24 Rue de Latte,55310,Tronville-en-Barrois,130.0,48.720643,5.278662
2936,Bibliotheque Municipale,RUE DES ANNONCIADES,55140,Vaucouleurs,65.0,48.602045,5.665438
2937,Bibliotheque communale,15 Rue du Moulin,55500,Velaines,42.0,48.702227,5.302591
2939,Mediatheque intercommunale,67 Rue Raymond Poincare,55210,Vigneulles-les-Hattonchatel,100.0,48.979468,5.713195
2941,Mediatheque De Beganne,Rue du Buisson Rond,56350,Beganne,112.0,47.595849,-2.241087
2942,Mediatheque / espace culturel Simone Veil,4 rue Monseigneur Becel,56380,Beignon,100.0,47.969407,-2.171801
2943,Bibliotheque Municipale,1 RUE DE LA RESISTANCE,56500,Bignan,436.0,47.879323,-2.772745
2944,Bibliotheque Municipale,MAIRIE,56700,Branderion,46.0,47.79494,-3.197472
